Date,Open,High,Low,Close,Adj Close,Volume
2018/1/11,6675.689941,6708.490234,6664.740234,6708.490234,6708.490234,2009740000
2018/1/10,6640.660156,6663.509766,6619.350098,6662.660156,6662.660156,2122740000
2018/1/9,6692.870117,6696.120117,6658.27002,6677.939941,6677.939941,14250900000
2018/1/8,6651.680176,6680.319824,6649.200195,6676.629883,6676.629883,2051430000
2018/1/5,6613.129883,6654.97998,6605.029785,6653.290039,6653.290039,2020900000
2018/1/4,6595.75,6603.169922,6576.919922,6584.580078,6584.580078,2098890000
2018/1/3,6520.029785,6579.25,6519.259766,6575.799805,6575.799805,2166780000
2018/1/2,6431.589844,6513.02002,6417.75,6511.339844,6511.339844,1914930000
2017/12/29,6439.910156,6442.529785,6396.419922,6396.419922,6396.419922,1571730000
2017/12/28,6449.529785,6452.069824,6432.680176,6441.419922,6441.419922,1311320000
2017/12/27,6437.060059,6448.939941,6425.919922,6435.149902,6435.149902,1409540000
2017/12/26,6427.319824,6438.240234,6407.990234,6433.160156,6433.160156,1304340000
2017/12/22,6462.549805,6467.830078,6449,6465.169922,6465.169922,1539250000
2017/12/21,6481.080078,6501.52002,6467.779785,6472.689941,6472.689941,1815620000
2017/12/20,6504.549805,6504.549805,6447.930176,6472.47998,6472.47998,1874550000
2017/12/19,6505.359863,6510.870117,6462.790039,6480.669922,6480.669922,2071060000
2017/12/18,6504.890137,6522.700195,6495.180176,6513.27002,6513.27002,2144360000
2017/12/15,6405.149902,6470.919922,6405.029785,6466.319824,6466.319824,3510420000
2017/12/14,6407.259766,6423.680176,6386.25,6389.910156,6389.910156,1985200000
2017/12/13,6405.410156,6416.830078,6388.410156,6394.669922,6394.669922,1919560000
2017/12/12,6389.470215,6403.5,6371.689941,6383.649902,6383.649902,1861560000
2017/12/11,6351.240234,6394.430176,6347.910156,6393.890137,6393.890137,1818970000
2017/12/8,6364.600098,6377.549805,6335.22998,6344.569824,6344.569824,1806040000
2017/12/7,6300.640137,6333.290039,6290.649902,6316.279785,6316.279785,1934120000
2017/12/6,6243.720215,6304.100098,6234.220215,6293.049805,6293.049805,1891850000
2017/12/5,6242.470215,6337.060059,6235.77002,6265.109863,6265.109863,2083540000
2017/12/4,6380.680176,6380.77002,6256.810059,6263.700195,6263.700195,2426570000
2017/12/1,6325.609863,6365.299805,6244.839844,6337.870117,6337.870117,2293570000
2017/11/30,6337.339844,6374.189941,6321.430176,6365.560059,6365.560059,2458580000
2017/11/29,6412.689941,6412.689941,6279.370117,6311.379883,6311.379883,2452860000
2017/11/28,6419.47998,6426.040039,6385.319824,6422.560059,6422.560059,2000410000
2017/11/27,6409.52002,6420.209961,6392.009766,6405.970215,6405.970215,1773400000
2017/11/24,6393.330078,6410.77002,6389.399902,6409.290039,6409.290039,848520000
2017/11/22,6384.129883,6391.160156,6371.75,6386.120117,6386.120117,1588200000
2017/11/21,6336.910156,6380.069824,6336.259766,6378.629883,6378.629883,1883550000
2017/11/20,6319.569824,6324.589844,6301.879883,6308.609863,6308.609863,1800880000
2017/11/17,6343.640137,6345.560059,6308.47998,6314.509766,6314.509766,1988090000
2017/11/16,6293.459961,6352.470215,6293.459961,6339.140137,6339.140137,2002920000
2017/11/15,6261.27002,6276.799805,6227.990234,6258.359863,6258.359863,1908660000
2017/11/14,6293.330078,6300.459961,6263.77002,6293.640137,6293.640137,1983830000
2017/11/13,6286.009766,6325.180176,6285.970215,6316.180176,6316.180176,1973790000
2017/11/10,6297.149902,6313.169922,6284.220215,6309.069824,6309.069824,1973970000
2017/11/9,6295.290039,6315.160156,6248.290039,6312.209961,6312.209961,2235180000
2017/11/8,6319.029785,6346.97998,6308.620117,6345.810059,6345.810059,2110990000
2017/11/7,6314.689941,6328.580078,6299.529785,6320.779785,6320.779785,2205270000
2017/11/6,6292.149902,6318.580078,6291.839844,6313.609863,6313.609863,2166470000
2017/11/3,6266.189941,6297.620117,6237.649902,6295.580078,6295.580078,2195010000
2017/11/2,6238.290039,6243.740234,6194.580078,6236.390137,6236.390137,2262940000
2017/11/1,6274.259766,6276.669922,6224.580078,6248.649902,6248.649902,2056860000
2017/10/31,6241.879883,6258.419922,6229.149902,6248.560059,6248.560059,2043890000
2017/10/30,6209.799805,6250.850098,6202.529785,6227.589844,6227.589844,2013640000
2017/10/27,6138.22998,6223.52002,6129.799805,6213.470215,6213.470215,2403600000
2017/10/26,6056.049805,6066.609863,6035.959961,6037.870117,6037.870117,2108210000
2017/10/25,6069.350098,6087.580078,6011.240234,6055.040039,6055.040039,2190720000
2017/10/24,6078.02002,6090.890137,6057.689941,6080.220215,6080.220215,1842640000
2017/10/23,6122.240234,6122.240234,6061.080078,6067.830078,6067.830078,1809320000
2017/10/20,6114.459961,6122.560059,6102.160156,6108.819824,6108.819824,1794810000
2017/10/19,6074.279785,6092.870117,6051.470215,6092.620117,6092.620117,1823860000
2017/10/18,6128.910156,6129.490234,6106.850098,6114.350098,6114.350098,1734030000
2017/10/17,6111.319824,6122.819824,6103.660156,6122.609863,6122.609863,1647240000
2017/10/16,6108.660156,6115.529785,6095.629883,6114.529785,6114.529785,1629480000
2017/10/13,6094.720215,6100.060059,6087.029785,6092.450195,6092.450195,1756150000
2017/10/12,6072.209961,6093.759766,6063.470215,6069.990234,6069.990234,2000470000
2017/10/11,6062.72998,6082.25,6052.439941,6081.25,6081.25,1830360000
2017/10/10,6078.27002,6084.140137,6036.720215,6063.52002,6063.52002,1799400000
2017/10/9,6071.959961,6078.810059,6051.330078,6058.529785,6058.529785,1490620000
2017/10/6,6037.439941,6064.669922,6037.02002,6064.569824,6064.569824,1742470000
2017/10/5,6018.27002,6059.209961,6014.77002,6057.140137,6057.140137,1875670000
2017/10/4,5983.310059,6009.810059,5976.120117,5998.839844,5998.839844,1938440000
2017/10/3,5986.850098,5999.189941,5976.649902,5995.060059,5995.060059,1969320000
2017/10/2,5988.959961,6005.200195,5955.830078,5981.919922,5981.919922,1977030000
2017/9/29,5941.779785,5980.220215,5930.819824,5979.299805,5979.299805,1967720000
2017/9/28,5920.649902,5939.220215,5908.620117,5933.069824,5933.069824,1828570000
2017/9/27,5912.959961,5957.75,5900.350098,5937.790039,5937.790039,2053720000
2017/9/26,5893.180176,5908.470215,5862.990234,5881.339844,5881.339844,1926420000
2017/9/25,5904.060059,5908.569824,5839.890137,5867.350098,5867.350098,2050410000
2017/9/22,5912.200195,5937.589844,5911.47998,5932.319824,5932.319824,1639100000
2017/9/21,5965.600098,5965.600098,5915.740234,5934.910156,5934.910156,1772790000
2017/9/20,5987.720215,5994.529785,5927.700195,5973.609863,5973.609863,2052520000
2017/9/19,5991.930176,5998.240234,5971.169922,5991.080078,5991.080078,1809710000
2017/9/18,5997.509766,6012.950195,5963.169922,5981.120117,5981.120117,1874440000
2017/9/15,5965.660156,6009.450195,5957.850098,5988,5988,2821110000
2017/9/14,5981.850098,5997.22998,5965.060059,5968.819824,5968.819824,1809170000
2017/9/13,5982.850098,6004.470215,5974.879883,6004.379883,6004.379883,1942090000
2017/9/12,5998.75,6002.970215,5968.089844,5995.640137,5995.640137,1745090000
2017/9/11,5962.350098,5990.870117,5960.870117,5980.529785,5980.529785,1819300000
2017/9/8,5957.189941,5958.810059,5907.959961,5913.370117,5913.370117,1785560000
2017/9/7,5960.439941,5980.149902,5943.890137,5964.310059,5964.310059,1998380000
2017/9/6,5949.540039,5964.379883,5909.919922,5951.129883,5951.129883,1906030000
2017/9/5,5966.640137,5980.910156,5890.25,5932.72998,5932.72998,1886950000
2017/9/1,6001.819824,6009.609863,5972.27002,5987.899902,5987.899902,1488040000
2017/8/31,5948.740234,5995.450195,5945.950195,5988.600098,5988.600098,1885710000
2017/8/30,5870.879883,5940.569824,5865.339844,5932.899902,5932.899902,1712070000
2017/8/29,5785.290039,5871.790039,5785.220215,5862.140137,5862.140137,1637640000
2017/8/28,5839.27002,5852.799805,5821.870117,5838.080078,5838.080078,1558690000
2017/8/25,5854.310059,5870.470215,5815.600098,5822.529785,5822.529785,1442900000
2017/8/24,5863.990234,5871.870117,5802.77002,5834.439941,5834.439941,1616780000
2017/8/23,5842.160156,5864.779785,5840.709961,5851.779785,5851.779785,1533220000
2017/8/22,5817.290039,5879,5817.02002,5873.330078,5873.330078,1597700000
2017/8/21,5791.040039,5804.299805,5750.5,5786.540039,5786.540039,1576070000
2017/8/18,5803.899902,5831.080078,5770.140137,5790.910156,5790.910156,1964590000
2017/8/17,5896.319824,5903.870117,5796.319824,5796.319824,5796.319824,2041220000
2017/8/16,5920.680176,5944.97998,5899.560059,5917.419922,5917.419922,1804730000
2017/8/15,5917.290039,5919.75,5893.850098,5907.72998,5907.72998,1580060000
2017/8/14,5878.640137,5916.330078,5878,5908.169922,5908.169922,1698560000
2017/8/11,5792.319824,5844.609863,5785.259766,5831.529785,5831.529785,1794850000
2017/8/10,5880.140137,5887.27002,5783.359863,5788.189941,5788.189941,2204700000
2017/8/9,5879.549805,5920.959961,5866.169922,5919.390137,5919.390137,2033760000
2017/8/8,5922.640137,5972.930176,5910.5,5926.350098,5926.350098,1914670000
2017/8/7,5909.450195,5936.790039,5903.75,5934.72998,5934.72998,1701550000
2017/8/4,5899.689941,5912.560059,5877.060059,5899.910156,5899.910156,1907170000
2017/8/3,5915.72998,5917.470215,5879.720215,5891.200195,5891.200195,2113440000
2017/8/2,5934.069824,5936.149902,5859.620117,5914.22998,5914.22998,2104130000
2017/8/1,5900.640137,5905.290039,5880.450195,5895.169922,5895.169922,1812590000
2017/7/31,5928.680176,5932.370117,5871.790039,5880.330078,5880.330078,1891710000
2017/7/28,5883.700195,5918.310059,5868.919922,5908.919922,5908.919922,1860770000
2017/7/27,5994.02002,5995.77002,5847.049805,5917.029785,5917.029785,2483560000
2017/7/26,5944.160156,5954.379883,5939.169922,5950.72998,5950.72998,1988040000
2017/7/25,5927.100098,5945.060059,5916.290039,5930.649902,5930.649902,1925230000
2017/7/24,5920.930176,5950.580078,5912.740234,5941.370117,5941.370117,1735520000
2017/7/21,5905.600098,5921.529785,5890.25,5921.529785,5921.529785,1797100000
2017/7/20,5929.580078,5932.609863,5896.609863,5921.220215,5921.220215,1818880000
2017/7/19,5898.399902,5922.370117,5895.540039,5916.160156,5916.160156,1862910000
2017/7/18,5832.919922,5880.549805,5818.200195,5880.100098,5880.100098,1762400000
2017/7/17,5845.819824,5860.640137,5830.25,5839.740234,5839.740234,1558030000
2017/7/14,5815.040039,5844.799805,5799.850098,5838.080078,5838.080078,1608120000
2017/7/13,5785.319824,5806.180176,5776.620117,5793.359863,5793.359863,1803810000
2017/7/12,5757.200195,5785,5749.649902,5778.950195,5778.950195,1820550000
2017/7/11,5687.029785,5717.910156,5667.27002,5709.799805,5709.799805,1808110000
2017/7/10,5662.709961,5708.620117,5650.259766,5694.149902,5694.149902,1675470000
2017/7/7,5618.850098,5673.02002,5618.850098,5656.470215,5656.470215,1700630000
2017/7/6,5606.419922,5628.839844,5579.640137,5597.899902,5597.899902,1990590000
2017/7/5,5611,5663.600098,5593.660156,5648.819824,5648.819824,1872130000
2017/7/3,5680.359863,5684.97998,5592.529785,5596.959961,5596.959961,1091020000
2017/6/30,5676.399902,5681.899902,5637.740234,5646.919922,5646.919922,1998330000
2017/6/29,5723.310059,5723.660156,5599.439941,5653.02002,5653.02002,2402250000
2017/6/28,5693.47998,5757.22998,5660.529785,5753.029785,5753.029785,2069400000
2017/6/27,5752.720215,5761.040039,5671.600098,5671.600098,5671.600098,2181830000
2017/6/26,5832.310059,5845.149902,5765.870117,5777.589844,5777.589844,2150630000
2017/6/23,5775.029785,5810.310059,5759.700195,5803.109863,5803.109863,2704600000
2017/6/22,5787.439941,5802.459961,5767.870117,5779.870117,5779.870117,2170250000
2017/6/21,5740.580078,5784.919922,5737.009766,5782.390137,5782.390137,2401440000
2017/6/20,5763,5772.169922,5725.009766,5726.310059,5726.310059,2570130000
2017/6/19,5729.540039,5776.370117,5724.490234,5772.220215,5772.220215,1976970000
2017/6/16,5694.209961,5695.740234,5656.620117,5681.47998,5681.47998,3120640000
2017/6/15,5661.359863,5707.370117,5634.580078,5700.890137,5700.890137,1858130000
2017/6/14,5774.120117,5774.200195,5682.350098,5727.069824,5727.069824,1940440000
2017/6/13,5740.209961,5760.540039,5709.169922,5751.819824,5751.819824,2062110000
2017/6/12,5677.160156,5716.200195,5633.339844,5708.180176,5708.180176,2586540000
2017/6/9,5891.669922,5897.689941,5657.759766,5741.939941,5741.939941,3152050000
2017/6/8,5894.75,5895.180176,5852.649902,5885.299805,5885.299805,2128780000
2017/6/7,5871.77002,5883.189941,5845.959961,5877.589844,5877.589844,1822270000
2017/6/6,5869.47998,5890.879883,5848.319824,5856.77002,5856.77002,1889690000
2017/6/5,5881.220215,5888.919922,5871.089844,5878.120117,5878.120117,1739820000
2017/6/2,5834.410156,5881.459961,5825.740234,5881.459961,5881.459961,1820000000
2017/6/1,5804.169922,5816.600098,5779.890137,5816.509766,5816.509766,1943610000
2017/5/31,5812.970215,5813.259766,5762.560059,5788.799805,5788.799805,2209400000
2017/5/30,5785.379883,5799.990234,5781.370117,5794.629883,5794.629883,1688480000
2017/5/26,5782.169922,5790.200195,5771.709961,5788.359863,5788.359863,1571040000
2017/5/25,5748.290039,5793.129883,5738.819824,5778.370117,5778.370117,1767690000
2017/5/24,5720.830078,5732.569824,5705.169922,5730.299805,5730.299805,1666050000
2017/5/23,5714.939941,5716.549805,5690.200195,5703.350098,5703.350098,1705860000
2017/5/22,5662.950195,5701.049805,5661.589844,5699.399902,5699.399902,1726230000
2017/5/19,5640.709961,5673.629883,5640.680176,5651.560059,5651.560059,1905520000
2017/5/18,5569.810059,5645.080078,5568.470215,5626.310059,5626.310059,2131520000
2017/5/17,5673.620117,5688.740234,5578.160156,5580.549805,5580.549805,2347480000
2017/5/16,5715.149902,5724.709961,5699.410156,5724.439941,5724.439941,1999330000
2017/5/15,5687.970215,5706.609863,5683.100098,5704.47998,5704.47998,1850790000
2017/5/12,5683.580078,5687.419922,5672.040039,5686.810059,5686.810059,1740960000
2017/5/11,5662.589844,5675.5,5637.399902,5674.220215,5674.220215,1950910000
2017/5/10,5681.330078,5683.640137,5661.439941,5681.680176,5681.680176,2108000000
2017/5/9,5667.97998,5691.209961,5664,5678.310059,5678.310059,1997490000
2017/5/8,5649.180176,5659.069824,5638,5659.069824,5659.069824,1909710000
2017/5/5,5640.779785,5646.089844,5619.600098,5646.089844,5646.089844,1899570000
2017/5/4,5623.569824,5633.490234,5606.049805,5626.319824,5626.319824,2056270000
2017/5/3,5624.879883,5629.779785,5608.160156,5625.160156,5625.160156,2149360000
2017/5/2,5642.410156,5645.080078,5625.490234,5644.069824,5644.069824,2146730000
2017/5/1,5602.439941,5640.47998,5600.310059,5629.629883,5629.629883,1757000000
2017/4/28,5598.470215,5600,5575.209961,5583.529785,5583.529785,1995160000
2017/4/27,5555.27002,5573.259766,5551.549805,5571.279785,5571.279785,1876700000
2017/4/26,5553.600098,5563.970215,5537.990234,5541.089844,5541.089844,1894210000
2017/4/25,5523.47998,5557.930176,5521.52002,5548.189941,5548.189941,1895430000
2017/4/24,5503.27002,5513.569824,5494.459961,5508.029785,5508.029785,1836570000
2017/4/21,5447.279785,5450.810059,5430.220215,5442.049805,5442.049805,1723210000
2017/4/20,5422.470215,5455.879883,5413.319824,5443.529785,5443.529785,1749110000
2017/4/19,5416.299805,5431,5392.279785,5399.640137,5399.640137,1752620000
2017/4/18,5383.740234,5405.540039,5377.910156,5391.660156,5391.660156,1608870000
2017/4/17,5369.209961,5399.200195,5367.589844,5399.200195,5399.200195,1381290000
2017/4/13,5370.689941,5398.990234,5353.589844,5353.589844,5353.589844,1581870000
2017/4/12,5394.609863,5399.549805,5370.240234,5377.029785,5377.029785,1658960000
2017/4/11,5413.910156,5422.790039,5359.140137,5398.399902,5398.399902,1821650000
2017/4/10,5423.569824,5442.709961,5406.580078,5421.680176,5421.680176,1630070000
2017/4/7,5420.939941,5434.180176,5400.080078,5418.370117,5418.370117,1692150000
2017/4/6,5423.649902,5435.060059,5407.870117,5420.879883,5420.879883,1845800000
2017/4/5,5447.27002,5479.859863,5409.040039,5418.52002,5418.52002,2204490000
2017/4/4,5415.529785,5441.339844,5415.299805,5440.410156,5440.410156,1790840000
2017/4/3,5440.200195,5453.439941,5403.310059,5432.200195,5432.200195,1854200000
2017/3/31,5430.990234,5451.5,5427.5,5436.22998,5436.22998,1902800000
2017/3/30,5430.310059,5446.509766,5425.299805,5439.740234,5439.740234,1723770000
2017/3/29,5410.140137,5433.359863,5405.100098,5430.27002,5430.27002,1718680000
2017/3/28,5371.899902,5422.25,5363.290039,5407.209961,5407.209961,1820860000
2017/3/27,5320.959961,5383.220215,5316.02002,5374.27002,5374.27002,1670760000
2017/3/24,5376.740234,5392.279785,5345.939941,5364,5364,1841920000
2017/3/23,5356.709961,5375.430176,5346.299805,5355.140137,5355.140137,1742640000
2017/3/22,5332.640137,5372.27002,5327.25,5367.549805,5367.549805,1857680000
2017/3/21,5433.279785,5439.580078,5328.709961,5332.529785,5332.529785,2192090000
2017/3/20,5406.02002,5426.470215,5400.160156,5413.310059,5413.310059,1730550000
2017/3/17,5413.470215,5423.279785,5406.810059,5408.759766,5408.759766,3184130000
2017/3/16,5421.459961,5423.660156,5399.27002,5412.080078,5412.080078,1766980000
2017/3/15,5392.47998,5426.839844,5375.879883,5416.25,5416.25,1952690000
2017/3/14,5382.790039,5384.879883,5360.700195,5382.169922,5382.169922,1663170000
2017/3/13,5387.72998,5396.390137,5382.02002,5394.569824,5394.569824,1799340000
2017/3/10,5390.459961,5394.660156,5364.100098,5385.899902,5385.899902,1982150000
2017/3/9,5355.779785,5370.660156,5336.080078,5363.97998,5363.97998,1883930000
2017/3/8,5351.350098,5375.77002,5348.72998,5359.810059,5359.810059,1810480000
2017/3/7,5348.200195,5373.259766,5341.430176,5351.279785,5351.279785,1822000000
2017/3/6,5352.609863,5368.27002,5338.609863,5360.310059,5360.310059,1767840000
2017/3/3,5355.209961,5373.47998,5344.47998,5373.47998,5373.47998,1852130000
2017/3/2,5386.339844,5387.72998,5355.529785,5363.259766,5363.259766,2040770000
2017/3/1,5368.649902,5398.430176,5355.379883,5390.990234,5390.990234,2210360000
2017/2/28,5344.180176,5347.470215,5316.700195,5330.310059,5330.310059,2298380000
2017/2/27,5330.560059,5347.879883,5322.140137,5347.549805,5347.549805,1876090000
2017/2/24,5305.22998,5343.310059,5304.009766,5343.310059,5343.310059,1683280000
2017/2/23,5358.029785,5358.529785,5309.990234,5332.370117,5332.370117,1879670000
2017/2/22,5345.180176,5354.72998,5335.799805,5352.129883,5352.129883,1872330000
2017/2/21,5334.569824,5353.160156,5330.470215,5350.72998,5350.72998,1935110000
2017/2/17,5295.490234,5324.720215,5291.700195,5324.720215,5324.720215,1875580000
2017/2/16,5306.379883,5316.790039,5287.540039,5300.640137,5300.640137,1943600000
2017/2/15,5266.120117,5304.339844,5264.439941,5302.390137,5302.390137,2083660000
2017/2/14,5251.359863,5271.100098,5238.689941,5271.069824,5271.069824,1945160000
2017/2/13,5242.490234,5262.419922,5241,5256.819824,5256.819824,1840010000
2017/2/10,5219.810059,5234.27002,5212.839844,5226.689941,5226.689941,1852010000
2017/2/9,5200.169922,5221.620117,5196.069824,5212.160156,5212.160156,1943840000
2017/2/8,5176.5,5201.569824,5168.97998,5196.580078,5196.580078,1945060000
2017/2/7,5178.850098,5196.27002,5174.339844,5185.879883,5185.879883,1919100000
2017/2/6,5154.180176,5167.959961,5148.060059,5167.959961,5167.959961,1732280000
2017/2/3,5153.609863,5165.470215,5147.580078,5161.600098,5161.600098,1786860000
2017/2/2,5141.27002,5162.560059,5128.759766,5147.700195,5147.700195,2073980000
2017/2/1,5157.830078,5162.459961,5128.899902,5152.689941,5152.689941,2223560000
2017/1/31,5107.470215,5116.799805,5086.330078,5116.77002,5116.77002,2041480000
2017/1/30,5146.410156,5146.879883,5098.339844,5129.330078,5129.330078,1777090000
2017/1/27,5169.490234,5172.430176,5150.180176,5168.060059,5168.060059,1663400000
2017/1/26,5164.120117,5168.200195,5148.850098,5156.919922,5156.919922,1827490000
2017/1/25,5132.870117,5153.180176,5129,5151.470215,5151.470215,1959950000
2017/1/24,5079.609863,5108.220215,5068.370117,5101.060059,5101.060059,1805370000
2017/1/23,5055.970215,5073.240234,5035.490234,5065.700195,5065.700195,1650290000
2017/1/20,5070.149902,5085.339844,5050.02002,5063.200195,5063.200195,1740320000
2017/1/19,5061.100098,5078.410156,5041.209961,5051.169922,5051.169922,1805710000
2017/1/18,5050.259766,5058.200195,5039.180176,5055.850098,5055.850098,1683320000
2017/1/17,5043.069824,5053.200195,5029.609863,5044.649902,5044.649902,1757030000
2017/1/13,5047.560059,5066.950195,5045.919922,5059.509766,5059.509766,1605110000
2017/1/12,5029.279785,5044.370117,4995.069824,5041.430176,5041.430176,1801750000
2017/1/11,5033.879883,5050.209961,5012.649902,5050.209961,5050.209961,1954720000
2017/1/10,5027.5,5049.830078,5016.189941,5035.169922,5035.169922,1796500000
2017/1/9,5013.819824,5033.319824,5009.450195,5024.899902,5024.899902,1885500000
2017/1/6,4973.870117,5020.700195,4957.819824,5007.080078,5007.080078,1710770000
2017/1/5,4936.350098,4967.899902,4935.339844,4964.950195,4964.950195,1792610000
2017/1/4,4920.790039,4944.740234,4919.799805,4937.209961,4937.209961,1883360000
2017/1/3,4900.850098,4928.490234,4884.52002,4911.330078,4911.330078,1886200000
2016/12/30,4925.359863,4927.160156,4853.930176,4863.620117,4863.620117,1550820000
2016/12/29,4923.930176,4933.709961,4903.279785,4918.279785,4918.279785,1264480000
2016/12/28,4976.419922,4978.430176,4922.089844,4926.290039,4926.290039,1322130000
2016/12/27,4948.919922,4992.080078,4947.589844,4965.810059,4965.810059,1216870000
2016/12/23,4927.529785,4940.040039,4922.950195,4940.02002,4940.02002,1144280000
2016/12/22,4948.359863,4948.359863,4917.330078,4934.390137,4934.390137,1582600000
2016/12/21,4952.069824,4957.450195,4938.240234,4948.910156,4948.910156,1493900000
2016/12/20,4948.339844,4961.549805,4944.319824,4953.799805,4953.799805,1678040000
2016/12/19,4919.160156,4963,4911.75,4934.850098,4934.850098,1685800000
2016/12/16,4945.040039,4952.140137,4904.379883,4914.859863,4914.859863,3257750000
2016/12/15,4925.649902,4959.899902,4919.810059,4933.410156,4933.410156,2095910000
2016/12/14,4943.640137,4955.25,4910.759766,4921.220215,4921.220215,1974150000
2016/12/13,4893.649902,4960.47998,4890.149902,4935.839844,4935.839844,2085710000
2016/12/12,4878.040039,4882.97998,4854.27002,4874.299805,4874.299805,1927560000
2016/12/9,4878.540039,4897.240234,4877.180176,4895.899902,4895.899902,2038700000
2016/12/8,4849.75,4869.560059,4843.040039,4859.189941,4859.189941,2231070000
2016/12/7,4778.859863,4854.319824,4765.439941,4851.939941,4851.939941,2122590000
2016/12/6,4786.060059,4796.580078,4769.390137,4788.669922,4788.669922,1974850000
2016/12/5,4762.339844,4795.279785,4743.529785,4778.140137,4778.140137,1798160000
2016/12/2,4734.379883,4759.029785,4721.410156,4739.370117,4739.370117,1848930000
2016/12/1,4806.77002,4810.439941,4723.569824,4734.100098,4734.100098,2264960000
2016/11/30,4876.299805,4880.759766,4810.810059,4810.810059,4810.810059,2064430000
2016/11/29,4859.850098,4896.569824,4848.890137,4873.209961,4873.209961,1788790000
2016/11/28,4861.72998,4878.870117,4852.709961,4857.02002,4857.02002,1625620000
2016/11/25,4861.470215,4870.899902,4853.040039,4870.02002,4870.02002,768070000
2016/11/23,4856.720215,4859.669922,4832.589844,4853.859863,4853.859863,1616740000
2016/11/22,4876.919922,4884.629883,4861.080078,4873.839844,4873.839844,1886800000
2016/11/21,4822.029785,4862.22998,4819.569824,4859,4859,1745320000
2016/11/18,4832.810059,4840.810059,4804.439941,4808.040039,4808.040039,1858610000
2016/11/17,4789.790039,4826.75,4781.720215,4826.589844,4826.589844,2081760000
2016/11/16,4745.029785,4794.569824,4742.950195,4792.27002,4792.27002,2057140000
2016/11/15,4733.569824,4778.649902,4727.97998,4764.470215,4764.470215,2156500000
2016/11/14,4752.609863,4753.27002,4677.410156,4702.040039,4702.040039,2369190000
2016/11/11,4729.140137,4759.830078,4711.959961,4751.950195,4751.950195,2285050000
2016/11/10,4849.709961,4855.790039,4685.740234,4747.029785,4747.029785,2984360000
2016/11/9,4748.910156,4832.950195,4747.350098,4825.180176,4825.180176,2824560000
2016/11/8,4766.47998,4824.970215,4757.25,4804.919922,4804.919922,1736100000
2016/11/7,4737.97998,4777.060059,4731.790039,4773.72998,4773.72998,1914310000
2016/11/4,4647.589844,4697.939941,4647.589844,4660.459961,4660.459961,2015130000
2016/11/3,4718.529785,4732.200195,4673.049805,4679.100098,4679.100098,2107720000
2016/11/2,4764.830078,4773.649902,4717.560059,4726.910156,4726.910156,2105870000
2016/11/1,4810.299805,4811.02002,4726.350098,4766.939941,4766.939941,1878650000
2016/10/31,4821.310059,4823.919922,4801.160156,4801.27002,4801.27002,1707260000
2016/10/28,4820.5,4848.549805,4794.069824,4805.589844,4805.589844,1895970000
2016/10/27,4883.069824,4885.830078,4831.689941,4836.450195,4836.450195,1918690000
2016/10/26,4863.52002,4886.319824,4846.439941,4860.589844,4860.589844,1725900000
2016/10/25,4908.180176,4911.759766,4885.899902,4891.450195,4891.450195,1579490000
2016/10/24,4884.160156,4911.589844,4880.77002,4909.970215,4909.970215,1531970000
2016/10/21,4836.540039,4853.609863,4822.779785,4851.859863,4851.859863,1649470000
2016/10/20,4831.310059,4842.319824,4805.839844,4832.709961,4832.709961,1741820000
2016/10/19,4833.810059,4845.069824,4830.680176,4836.609863,4836.609863,1546960000
2016/10/18,4849.910156,4860.680176,4837.310059,4839.720215,4839.720215,1474430000
2016/10/17,4808.470215,4814.879883,4790.450195,4796.169922,4796.169922,1424270000
2016/10/14,4828.899902,4845.990234,4806.72998,4808.47998,4808.47998,1594480000
2016/10/13,4785.589844,4816.330078,4760.069824,4803.100098,4803.100098,1735310000
2016/10/12,4824.27002,4836.549805,4806.330078,4819.640137,4819.640137,1565940000
2016/10/11,4890.169922,4890.169922,4804.240234,4821.910156,4821.910156,1821680000
2016/10/10,4887.72998,4904.720215,4885.589844,4893.77002,4893.77002,1364150000
2016/10/7,4883.939941,4884.700195,4840.930176,4864.52002,4864.52002,1646650000
2016/10/6,4871.950195,4883.970215,4851.529785,4873.919922,4873.919922,1654020000
2016/10/5,4872.97998,4891.350098,4870.810059,4877.75,4877.75,1753340000
2016/10/4,4880.569824,4891.5,4841.720215,4859.470215,4859.470215,1708990000
2016/10/3,4864.629883,4872.140137,4848.209961,4866.629883,4866.629883,1604060000
2016/9/30,4856.100098,4889.22998,4846.899902,4875.700195,4875.700195,2059800000
2016/9/29,4868.459961,4875.52002,4819.02002,4838.299805,4838.299805,1941170000
2016/9/28,4871.839844,4877.299805,4850.040039,4875.27002,4875.27002,1785470000
2016/9/27,4813.890137,4868.379883,4811.279785,4866.709961,4866.709961,1751060000
2016/9/26,4830.169922,4837.339844,4812.319824,4817.169922,4817.169922,1669520000
2016/9/23,4881.450195,4882.419922,4853.410156,4858.910156,4858.910156,1761330000
2016/9/22,4879.279785,4895.5,4876.370117,4891.359863,4891.359863,1882100000
2016/9/21,4826.580078,4858.569824,4797.899902,4853.75,4853.75,1999690000
2016/9/20,4813.779785,4824.209961,4797.779785,4805.220215,4805.220215,1695190000
2016/9/19,4833.839844,4843.759766,4787.439941,4796.069824,4796.069824,1791120000
2016/9/16,4811.790039,4821.850098,4794.200195,4818.049805,4818.049805,3013860000
2016/9/15,4749.709961,4826.02002,4748.669922,4819.899902,4819.899902,1950940000
2016/9/14,4726.75,4770.390137,4726.75,4746.060059,4746.060059,1902680000
